Date,Price,Open,High,Low,Vol.,Change %,Symbol
25-05-2022,707.9,735,743.95,705.4,7.70M,-5.88%,APSE
24-05-2022,752.15,756.6,764.8,747.5,4.65M,-0.19%,APSE
23-05-2022,753.55,774.85,779.9,751.25,4.79M,-1.82%,APSE
20-05-2022,767.55,749.95,772.8,745.1,5.43M,4.74%,APSE
19-05-2022,732.8,744,747.35,730,4.45M,-3.55%,APSE
18-05-2022,759.8,752.65,767.2,742,9.02M,2.02%,APSE
17-05-2022,744.75,720,747.3,715.35,4.43M,4.53%,APSE
16-05-2022,712.5,715,728.15,704,5.61M,0.93%,APSE
13-05-2022,705.9,727,735.9,701.8,7.25M,-1.04%,APSE
12-05-2022,713.3,759,759,705.3,10.57M,-6.13%,APSE
11-05-2022,759.9,771,784.95,749.05,8.99M,-1.20%,APSE
10-05-2022,769.1,795.2,803.95,765.05,5.34M,-2.96%,APSE
09-05-2022,792.6,807.45,807.45,783,4.77M,-2.32%,APSE
06-05-2022,811.4,797.9,820.95,790.2,6.15M,0.01%,APSE
05-05-2022,811.35,820.9,835.5,806,6.60M,-0.18%,APSE
04-05-2022,812.8,860.5,864.2,805.8,7.97M,-5.11%,APSE
02-05-2022,856.55,850,862.85,838.05,5.76M,0.02%,APSE
29-04-2022,856.4,892.7,898.9,852.1,11.54M,-3.46%,APSE
28-04-2022,887.1,899,900.25,876.8,8.78M,-0.02%,APSE
27-04-2022,887.3,914.05,924.65,880,20.79M,-2.44%,APSE
26-04-2022,909.5,868,913,865.4,21.01M,5.81%,APSE
25-04-2022,859.55,873.95,880.95,848.65,10.15M,-1.67%,APSE
22-04-2022,874.15,847.45,886,840.7,17.86M,2.78%,APSE
21-04-2022,850.5,833,858.9,832.3,5.54M,2.76%,APSE
20-04-2022,827.65,825.6,835.95,820,3.07M,1.02%,APSE
19-04-2022,819.3,849,850.25,807,4.47M,-2.78%,APSE
18-04-2022,842.7,831.35,846.75,821.4,3.97M,0.26%,APSE
13-04-2022,840.5,849.9,854.9,836.5,2.96M,-0.52%,APSE
12-04-2022,844.9,853.9,859,835,5.60M,-1.13%,APSE
11-04-2022,854.55,840,860,839.3,6.03M,1.82%,APSE
08-04-2022,839.3,823,844.8,817.4,5.78M,2.68%,APSE
